agency_cd,site_no,datetime,tz_cd,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius","Dissolved oxygen, water, unfiltered, milligrams per liter","Temperature, water, degrees Celsius","Gage height, feet",,
USGS,2172050,1/12/21 3:15,EST,84,9.9,10.5,14.35,,
USGS,2172050,1/12/21 3:30,EST,83,10,10.5,14.54,,
USGS,2172050,1/12/21 3:45,EST,84,9.9,10.5,14.8,,
USGS,2172050,1/12/21 4:00,EST,83,9.8,10.5,15.06,,
USGS,2172050,1/12/21 4:15,EST,83,9.8,10.5,15.45,,
USGS,2172050,1/12/21 4:30,EST,83,9.9,10.5,15.73,,
USGS,2172050,1/12/21 4:45,EST,83,9.8,10.4,16.03,,
USGS,2172050,1/12/21 5:00,EST,83,9.8,10.5,16.27,,
USGS,2172050,1/12/21 5:15,EST,85,9.8,10.5,16.49,,
USGS,2172050,1/12/21 5:30,EST,84,9.8,10.5,16.67,,
USGS,2172050,1/12/21 5:45,EST,86,9.8,10.5,16.84,,
USGS,2172050,1/12/21 6:00,EST,87,9.8,10.5,16.98,,
USGS,2172050,1/12/21 6:15,EST,91,9.8,10.5,17.13,,
USGS,2172050,1/12/21 6:30,EST,95,9.8,10.5,17.26,,
USGS,2172050,1/12/21 6:45,EST,101,9.8,10.5,17.4,,
USGS,2172050,1/12/21 7:00,EST,109,9.8,10.6,17.52,,
USGS,2172050,1/12/21 7:15,EST,112,9.8,10.6,17.64,,
USGS,2172050,1/12/21 7:30,EST,113,9.8,10.6,17.76,,
USGS,2172050,1/12/21 7:45,EST,115,9.8,10.6,17.9,,
USGS,2172050,1/12/21 8:00,EST,117,9.8,10.7,18.05,,
USGS,2172050,1/12/21 8:15,EST,122,9.8,10.7,18.16,,
USGS,2172050,1/12/21 8:30,EST,125,9.8,10.7,18.27,,
USGS,2172050,1/12/21 8:45,EST,126,9.8,10.7,18.36,,
USGS,2172050,1/12/21 9:00,EST,131,9.8,10.8,18.45,,
USGS,2172050,1/12/21 9:15,EST,137,9.8,10.8,18.53,,
USGS,2172050,1/12/21 9:30,EST,139,9.8,10.8,18.57,,
USGS,2172050,1/12/21 9:45,EST,147,9.8,10.8,18.59,,
USGS,2172050,1/12/21 10:00,EST,153,9.8,10.8,18.6,,
USGS,2172050,1/12/21 10:15,EST,159,9.8,10.8,18.58,,
USGS,2172050,1/12/21 10:30,EST,160,9.8,10.8,18.51,,
USGS,2172050,1/12/21 10:45,EST,166,9.8,10.9,18.38,,
USGS,2172050,1/12/21 11:00,EST,169,9.8,10.9,18.21,,
USGS,2172050,1/12/21 11:15,EST,155,9.8,10.9,18,,
USGS,2172050,1/12/21 11:30,EST,143,9.8,10.8,17.81,,
USGS,2172050,1/12/21 11:45,EST,146,9.8,10.8,17.62,,
USGS,2172050,1/12/21 12:00,EST,146,9.8,10.8,17.43,,
USGS,2172050,1/12/21 12:15,EST,150,9.8,10.8,17.23,,
USGS,2172050,1/12/21 12:30,EST,150,9.8,10.8,16.98,,
USGS,2172050,1/12/21 12:45,EST,134,9.8,10.8,16.78,,
USGS,2172050,1/12/21 13:00,EST,135,9.8,10.8,16.49,,
USGS,2172050,1/12/21 13:15,EST,129,9.8,10.8,16.25,,
USGS,2172050,1/12/21 13:30,EST,118,9.8,10.8,16.04,,
USGS,2172050,1/12/21 13:45,EST,117,9.8,10.8,15.83,,
USGS,2172050,1/12/21 14:00,EST,120,9.8,10.7,15.55,,
USGS,2172050,1/12/21 14:15,EST,113,9.8,10.7,15.38,,
USGS,2172050,1/12/21 14:30,EST,109,9.8,10.6,15.16,,
USGS,2172050,1/12/21 14:45,EST,107,9.8,10.6,14.98,,
USGS,2172050,1/12/21 15:00,EST,109,9.8,10.7,14.84,,
USGS,2172050,1/12/21 15:15,EST,105,9.9,10.6,14.69,,
USGS,2172050,1/12/21 15:30,EST,96,9.9,10.6,14.57,,
USGS,2172050,1/12/21 15:45,EST,92,9.9,10.6,14.57,,
USGS,2172050,1/12/21 16:00,EST,90,9.9,10.6,14.53,,
USGS,2172050,1/12/21 16:15,EST,87,9.9,10.5,14.63,,
USGS,2172050,1/12/21 16:30,EST,87,10,10.5,14.77,,
USGS,2172050,1/12/21 16:45,EST,87,10,10.5,14.96,,
USGS,2172050,1/12/21 17:00,EST,86,10,10.5,15.21,,
USGS,2172050,1/12/21 17:15,EST,84,10,10.5,15.54,,
USGS,2172050,1/12/21 17:30,EST,84,9.9,10.5,15.82,,
USGS,2172050,1/12/21 17:45,EST,84,9.9,10.5,16.06,,
USGS,2172050,1/12/21 18:00,EST,84,9.9,10.5,16.28,,
USGS,2172050,1/12/21 18:15,EST,85,9.9,10.5,16.48,,
USGS,2172050,1/12/21 18:30,EST,85,9.8,10.5,16.63,,
USGS,2172050,1/12/21 18:45,EST,86,9.8,10.5,16.77,,
USGS,2172050,1/12/21 19:00,EST,90,9.8,10.5,16.94,,
USGS,2172050,1/12/21 19:15,EST,92,9.8,10.5,17.09,,
USGS,2172050,1/12/21 19:30,EST,94,9.8,10.6,17.22,,
USGS,2172050,1/12/21 19:45,EST,104,9.8,10.6,17.35,,
USGS,2172050,1/12/21 20:00,EST,116,9.8,10.6,17.46,,
USGS,2172050,1/12/21 20:15,EST,137,9.8,10.6,17.55,,
USGS,2172050,1/12/21 20:30,EST,150,9.8,10.7,17.64,,
USGS,2172050,1/12/21 20:45,EST,151,9.8,10.7,17.72,,
USGS,2172050,1/12/21 21:00,EST,158,9.8,10.7,17.77,,
USGS,2172050,1/12/21 21:15,EST,159,9.8,10.7,17.84,,
USGS,2172050,1/12/21 21:30,EST,157,9.8,10.7,17.86,,
USGS,2172050,1/12/21 21:45,EST,160,9.8,10.7,17.9,,
USGS,2172050,1/12/21 22:00,EST,162,9.8,10.8,17.92,,
USGS,2172050,1/12/21 22:15,EST,168,9.8,10.8,17.89,,
USGS,2172050,1/12/21 22:30,EST,166,9.8,10.8,17.8,,
USGS,2172050,1/12/21 22:45,EST,167,9.8,10.8,17.61,,
USGS,2172050,1/12/21 23:00,EST,163,9.8,10.7,17.37,,
USGS,2172050,1/12/21 23:15,EST,156,9.7,10.6,17.15,,
USGS,2172050,1/12/21 23:30,EST,161,9.7,10.6,16.95,,
USGS,2172050,1/12/21 23:45,EST,163,9.7,10.7,16.73,,
USGS,2172050,1/13/21 0:00,EST,167,9.7,10.7,16.51,,
USGS,2172050,1/13/21 0:15,EST,161,9.8,10.7,16.25,,
USGS,2172050,1/13/21 0:30,EST,150,9.7,10.7,16.03,,
USGS,2172050,1/13/21 0:45,EST,146,9.8,10.6,15.81,,
USGS,2172050,1/13/21 1:00,EST,144,9.8,10.6,15.54,,
USGS,2172050,1/13/21 1:15,EST,138,9.5,10.5,15.38,,
USGS,2172050,1/13/21 1:30,EST,134,9.8,10.6,15.12,,
USGS,2172050,1/13/21 1:45,EST,107,9.8,10.5,14.95,,
USGS,2172050,1/13/21 2:00,EST,112,9.8,10.5,14.65,,
USGS,2172050,1/13/21 2:15,EST,104,9.8,10.5,14.48,,
USGS,2172050,1/13/21 2:30,EST,93,9.8,10.4,14.32,,
USGS,2172050,1/13/21 2:45,EST,92,9.8,10.4,14.12,,
USGS,2172050,1/13/21 3:00,EST,92,9.8,10.4,14.04,,
USGS,2172050,1/13/21 3:15,EST,97,9.8,10.4,13.91,,
USGS,2172050,1/13/21 3:30,EST,88,9.9,10.4,13.9,,
USGS,2172050,1/13/21 3:45,EST,88,9.9,10.4,13.91,,
USGS,2172050,1/13/21 4:00,EST,86,9.9,10.4,14.01,,
USGS,2172050,1/13/21 4:15,EST,86,9.9,10.3,14.17,,
USGS,2172050,1/13/21 4:30,EST,84,9.9,10.3,14.42,,
USGS,2172050,1/13/21 4:45,EST,85,9.9,10.3,14.72,,
USGS,2172050,1/13/21 5:00,EST,85,9.9,10.3,15.04,,
USGS,2172050,1/13/21 5:15,EST,86,9.8,10.3,15.37,,
USGS,2172050,1/13/21 5:30,EST,84,9.8,10.3,15.66,,
USGS,2172050,1/13/21 5:45,EST,89,9.7,10.3,15.95,,
USGS,2172050,1/13/21 6:00,EST,86,9.8,10.3,16.18,,
USGS,2172050,1/13/21 6:15,EST,88,9.8,10.3,16.39,,
USGS,2172050,1/13/21 6:30,EST,94,9.8,10.3,16.57,,
USGS,2172050,1/13/21 6:45,EST,93,9.8,10.4,16.73,,
USGS,2172050,1/13/21 7:00,EST,104,9.8,10.4,16.9,,
USGS,2172050,1/13/21 7:15,EST,106,9.8,10.4,17.05,,
USGS,2172050,1/13/21 7:30,EST,115,9.8,10.4,17.2,,
USGS,2172050,1/13/21 7:45,EST,128,9.8,10.5,17.34,,
USGS,2172050,1/13/21 8:00,EST,130,9.8,10.5,17.49,,
USGS,2172050,1/13/21 8:15,EST,134,9.8,10.5,17.67,,
USGS,2172050,1/13/21 8:30,EST,132,9.8,10.5,17.8,,
USGS,2172050,1/13/21 8:45,EST,134,9.8,10.6,17.93,,
USGS,2172050,1/13/21 9:00,EST,140,9.8,10.6,18.05,,
USGS,2172050,1/13/21 9:15,EST,143,9.8,10.6,18.17,,
USGS,2172050,1/13/21 9:30,EST,148,9.8,10.6,18.29,,
USGS,2172050,1/13/21 9:45,EST,154,9.8,10.7,18.37,,
USGS,2172050,1/13/21 10:00,EST,157,9.8,10.7,18.48,,
USGS,2172050,1/13/21 10:15,EST,162,9.8,10.7,18.53,,
USGS,2172050,1/13/21 10:30,EST,170,9.8,10.7,18.6,,
USGS,2172050,1/13/21 10:45,EST,175,9.8,10.8,18.64,,
USGS,2172050,1/13/21 11:00,EST,188,9.8,10.8,18.64,,
USGS,2172050,1/13/21 11:15,EST,192,9.8,10.8,18.61,,
USGS,2172050,1/13/21 11:30,EST,196,9.8,10.8,18.52,,
USGS,2172050,1/13/21 11:45,EST,199,9.8,10.8,18.37,,
USGS,2172050,1/13/21 12:00,EST,207,9.8,10.8,18.13,,
USGS,2172050,1/13/21 12:15,EST,187,9.8,10.8,17.86,,
USGS,2172050,1/13/21 12:30,EST,162,9.9,10.8,17.63,,
USGS,2172050,1/13/21 12:45,EST,179,9.9,10.8,17.43,,
USGS,2172050,1/13/21 13:00,EST,181,9.8,10.8,17.22,,
USGS,2172050,1/13/21 13:15,EST,183,9.8,10.8,17.02,,
USGS,2172050,1/13/21 13:30,EST,175,9.8,10.8,16.79,,
USGS,2172050,1/13/21 13:45,EST,171,9.8,10.8,16.54,,
USGS,2172050,1/13/21 14:00,EST,162,9.8,10.8,16.34,,
USGS,2172050,1/13/21 14:15,EST,162,9.8,10.7,16.1,,
USGS,2172050,1/13/21 14:30,EST,151,9.8,10.7,15.84,,
USGS,2172050,1/13/21 14:45,EST,139,9.8,10.7,15.63,,
USGS,2172050,1/13/21 15:00,EST,136,9.8,10.6,15.43,,
USGS,2172050,1/13/21 15:15,EST,139,9.8,10.7,15.19,,
USGS,2172050,1/13/21 15:30,EST,128,9.8,10.6,15,,
USGS,2172050,1/13/21 15:45,EST,123,9.8,10.6,14.9,,
USGS,2172050,1/13/21 16:00,EST,122,9.8,10.6,14.7,,
USGS,2172050,1/13/21 16:15,EST,115,9.8,10.6,14.6,,
USGS,2172050,1/13/21 16:30,EST,109,9.9,10.5,14.53,,
USGS,2172050,1/13/21 16:45,EST,107,9.9,10.5,14.53,,
USGS,2172050,1/13/21 17:00,EST,101,9.9,10.5,14.67,,
USGS,2172050,1/13/21 17:15,EST,98,9.9,10.4,14.82,,
USGS,2172050,1/13/21 17:30,EST,98,9.9,10.4,14.98,,
USGS,2172050,1/13/21 17:45,EST,95,9.9,10.4,15.24,,
USGS,2172050,1/13/21 18:00,EST,92,9.9,10.4,15.53,,
USGS,2172050,1/13/21 18:15,EST,91,10,10.4,15.8,,
USGS,2172050,1/13/21 18:30,EST,91,9.9,10.4,16.07,,
USGS,2172050,1/13/21 18:45,EST,90,9.9,10.4,16.35,,
USGS,2172050,1/13/21 19:00,EST,91,9.9,10.4,16.65,,
USGS,2172050,1/13/21 19:15,EST,94,9.9,10.4,16.88,,
USGS,2172050,1/13/21 19:30,EST,94,9.8,10.4,17.05,,
USGS,2172050,1/13/21 19:45,EST,97,9.8,10.4,17.18,,
USGS,2172050,1/13/21 20:00,EST,101,9.8,10.5,17.28,,
USGS,2172050,1/13/21 20:15,EST,106,9.8,10.5,17.38,,
USGS,2172050,1/13/21 20:30,EST,114,9.8,10.5,17.47,,
USGS,2172050,1/13/21 20:45,EST,124,9.8,10.5,17.58,,
USGS,2172050,1/13/21 21:00,EST,140,9.8,10.6,17.67,,
USGS,2172050,1/13/21 21:15,EST,160,9.8,10.6,17.76,,
USGS,2172050,1/13/21 21:30,EST,179,9.8,10.6,17.84,,
USGS,2172050,1/13/21 21:45,EST,203,9.8,10.6,17.93,,
USGS,2172050,1/13/21 22:00,EST,195,9.8,10.6,17.98,,
USGS,2172050,1/13/21 22:15,EST,194,9.8,10.6,18.04,,
USGS,2172050,1/13/21 22:30,EST,196,9.8,10.7,18.06,,
USGS,2172050,1/13/21 22:45,EST,198,9.8,10.7,18.05,,
USGS,2172050,1/13/21 23:00,EST,202,9.8,10.8,18.02,,
USGS,2172050,1/13/21 23:15,EST,206,9.8,10.8,17.91,,
USGS,2172050,1/13/21 23:30,EST,209,9.8,10.8,17.77,,
USGS,2172050,1/13/21 23:45,EST,196,9.8,10.6,17.6,,
USGS,2172050,1/14/21 0:00,EST,185,9.7,10.5,17.39,,
USGS,2172050,1/14/21 0:15,EST,179,9.7,10.5,17.17,,
USGS,2172050,1/14/21 0:30,EST,177,9.7,10.6,16.95,,
USGS,2172050,1/14/21 0:45,EST,184,9.7,10.6,16.75,,
USGS,2172050,1/14/21 1:00,EST,178,9.7,10.6,16.56,,
USGS,2172050,1/14/21 1:15,EST,164,9.8,10.5,16.33,,
USGS,2172050,1/14/21 1:30,EST,147,9.6,10.4,16.14,,
USGS,2172050,1/14/21 1:45,EST,144,9.8,10.5,15.86,,
USGS,2172050,1/14/21 2:00,EST,135,9.8,10.5,15.66,,
USGS,2172050,1/14/21 2:15,EST,122,9.8,10.4,15.42,,
USGS,2172050,1/14/21 2:30,EST,118,9.8,10.4,15.2,,
USGS,2172050,1/14/21 2:45,EST,114,9.8,10.4,14.95,,
USGS,2172050,1/14/21 3:00,EST,113,9.8,10.3,14.8,,
USGS,2172050,1/14/21 3:15,EST,101,9.9,10.3,14.57,,
USGS,2172050,1/14/21 3:30,EST,100,9.8,10.2,14.4,,
USGS,2172050,1/14/21 3:45,EST,96,9.9,10.2,14.29,,
USGS,2172050,1/14/21 4:00,EST,93,9.9,10.2,14.13,,
USGS,2172050,1/14/21 4:15,EST,93,9.9,10.2,14.08,,
USGS,2172050,1/14/21 4:30,EST,90,9.9,10.2,14.03,,
USGS,2172050,1/14/21 4:45,EST,90,9.9,10.2,14.06,,
USGS,2172050,1/14/21 5:00,EST,86,9.9,10.2,14.19,,
USGS,2172050,1/14/21 5:15,EST,86,9.9,10.1,14.4,,
USGS,2172050,1/14/21 5:30,EST,85,9.9,10.1,14.67,,
USGS,2172050,1/14/21 5:45,EST,85,9.9,10.1,14.91,,
USGS,2172050,1/14/21 6:00,EST,84,9.9,10.1,15.22,,
USGS,2172050,1/14/21 6:15,EST,84,9.9,10.1,15.48,,
USGS,2172050,1/14/21 6:30,EST,84,9.8,10.1,15.72,,
USGS,2172050,1/14/21 6:45,EST,84,9.8,10.1,15.97,,
USGS,2172050,1/14/21 7:00,EST,85,9.8,10.1,16.19,,
USGS,2172050,1/14/21 7:15,EST,86,9.8,10.1,16.4,,
USGS,2172050,1/14/21 7:30,EST,90,9.8,10.1,16.59,,
USGS,2172050,1/14/21 7:45,EST,93,9.8,10.1,16.79,,
USGS,2172050,1/14/21 8:00,EST,96,9.8,10.2,16.97,,
USGS,2172050,1/14/21 8:15,EST,101,9.8,10.2,17.14,,
USGS,2172050,1/14/21 8:30,EST,119,9.8,10.2,17.29,,
USGS,2172050,1/14/21 8:45,EST,125,9.8,10.3,17.44,,
USGS,2172050,1/14/21 9:00,EST,133,9.8,10.3,17.57,,
USGS,2172050,1/14/21 9:15,EST,140,9.8,10.3,17.7,,
USGS,2172050,1/14/21 9:30,EST,139,9.8,10.3,17.82,,
USGS,2172050,1/14/21 9:45,EST,140,9.8,10.4,17.92,,
USGS,2172050,1/14/21 10:00,EST,144,9.8,10.4,18.04,,
USGS,2172050,1/14/21 10:15,EST,147,9.8,10.4,18.14,,
USGS,2172050,1/14/21 10:30,EST,156,9.8,10.5,18.24,,
USGS,2172050,1/14/21 10:45,EST,154,9.8,10.5,18.32,,
USGS,2172050,1/14/21 11:00,EST,160,9.8,10.6,18.37,,
USGS,2172050,1/14/21 11:15,EST,169,9.9,10.6,18.41,,
USGS,2172050,1/14/21 11:30,EST,176,9.8,10.6,18.43,,
USGS,2172050,1/14/21 11:45,EST,180,9.9,10.6,18.42,,
USGS,2172050,1/14/21 12:00,EST,181,9.8,10.7,18.34,,
USGS,2172050,1/14/21 12:15,EST,185,9.8,10.7,18.18,,
USGS,2172050,1/14/21 12:30,EST,189,9.8,10.7,17.96,,
USGS,2172050,1/14/21 12:45,EST,183,9.8,10.8,17.74,,
USGS,2172050,1/14/21 13:00,EST,188,9.9,10.8,17.51,,
USGS,2172050,1/14/21 13:15,EST,178,10,11,17.28,,
USGS,2172050,1/14/21 13:30,EST,174,10,11,17.08,,
USGS,2172050,1/14/21 13:45,EST,171,9.9,10.9,16.92,,
USGS,2172050,1/14/21 14:00,EST,173,9.9,10.8,16.69,,
USGS,2172050,1/14/21 14:15,EST,156,9.9,10.7,16.45,,
USGS,2172050,1/14/21 14:30,EST,157,9.9,10.7,16.2,,
USGS,2172050,1/14/21 14:45,EST,152,9.9,10.7,16,,
USGS,2172050,1/14/21 15:00,EST,151,9.9,10.7,15.76,,
USGS,2172050,1/14/21 15:15,EST,148,9.9,10.7,15.53,,
USGS,2172050,1/14/21 15:30,EST,140,9.9,10.7,15.27,,
USGS,2172050,1/14/21 15:45,EST,131,10,10.8,15.09,,
USGS,2172050,1/14/21 16:00,EST,127,9.9,10.7,14.93,,
USGS,2172050,1/14/21 16:15,EST,125,9.9,10.6,14.66,,
USGS,2172050,1/14/21 16:30,EST,117,10,10.6,14.52,,
USGS,2172050,1/14/21 16:45,EST,115,10,10.6,14.33,,
USGS,2172050,1/14/21 17:00,EST,107,10,10.6,14.24,,
USGS,2172050,1/14/21 17:15,EST,100,10.1,10.6,14.22,,
USGS,2172050,1/14/21 17:30,EST,100,10.1,10.6,14.27,,
USGS,2172050,1/14/21 17:45,EST,99,10.1,10.6,14.35,,
USGS,2172050,1/14/21 18:00,EST,95,10.2,10.6,14.55,,
USGS,2172050,1/14/21 18:15,EST,93,10.2,10.5,14.78,,
USGS,2172050,1/14/21 18:30,EST,89,10.2,10.5,15.1,,
USGS,2172050,1/14/21 18:45,EST,91,10.2,10.5,15.42,,
USGS,2172050,1/14/21 19:00,EST,88,10.2,10.6,15.75,,
USGS,2172050,1/14/21 19:15,EST,88,10.2,10.6,16.06,,
USGS,2172050,1/14/21 19:30,EST,88,10.1,10.6,16.35,,
USGS,2172050,1/14/21 19:45,EST,88,10.1,10.6,16.59,,
USGS,2172050,1/14/21 20:00,EST,90,10.1,10.6,16.78,,
USGS,2172050,1/14/21 20:15,EST,92,10.1,10.6,16.92,,
USGS,2172050,1/14/21 20:30,EST,97,10,10.6,17.06,,
USGS,2172050,1/14/21 20:45,EST,101,10,10.6,17.17,,
USGS,2172050,1/14/21 21:00,EST,109,10,10.6,17.28,,
USGS,2172050,1/14/21 21:15,EST,112,10,10.6,17.4,,
USGS,2172050,1/14/21 21:30,EST,126,10,10.6,17.5,,
USGS,2172050,1/14/21 21:45,EST,141,10,10.6,17.6,,
USGS,2172050,1/14/21 22:00,EST,151,10,10.6,17.69,,
USGS,2172050,1/14/21 22:15,EST,152,10,10.6,17.77,,
USGS,2172050,1/14/21 22:30,EST,157,10,10.6,17.82,,
USGS,2172050,1/14/21 22:45,EST,159,9.9,10.6,17.89,,
USGS,2172050,1/14/21 23:00,EST,162,9.9,10.7,17.91,,
USGS,2172050,1/14/21 23:15,EST,164,9.9,10.7,17.89,,
USGS,2172050,1/14/21 23:30,EST,167,9.9,10.7,17.84,,
USGS,2172050,1/14/21 23:45,EST,169,9.9,10.7,17.73,,
USGS,2172050,1/15/21 0:00,EST,171,9.9,10.7,17.58,,
USGS,2172050,1/15/21 0:15,EST,174,9.8,10.7,17.36,,
USGS,2172050,1/15/21 0:30,EST,178,9.9,10.7,17.11,,
USGS,2172050,1/15/21 0:45,EST,151,9.8,10.3,16.9,,
USGS,2172050,1/15/21 1:00,EST,161,9.8,10.5,16.68,,
USGS,2172050,1/15/21 1:15,EST,151,9.8,10.3,16.5,,
USGS,2172050,1/15/21 1:30,EST,161,9.8,10.5,16.32,,
USGS,2172050,1/15/21 1:45,EST,158,9.9,10.6,16.1,,
USGS,2172050,1/15/21 2:00,EST,146,10,10.5,15.88,,
USGS,2172050,1/15/21 2:15,EST,148,9.9,10.5,15.64,,
USGS,2172050,1/15/21 2:30,EST,141,9.9,10.5,15.47,,
USGS,2172050,1/15/21 2:45,EST,132,10,10.5,15.27,,
USGS,2172050,1/15/21 3:00,EST,126,10,10.4,15.02,,
USGS,2172050,1/15/21 3:15,EST,118,10,10.4,14.81,,
USGS,2172050,1/15/21 3:30,EST,112,10,10.4,14.6,,
USGS,2172050,1/15/21 3:45,EST,106,10,10.4,14.42,,
USGS,2172050,1/15/21 4:00,EST,102,10,10.3,14.29,,
USGS,2172050,1/15/21 4:15,EST,101,10,10.4,14.1,,
USGS,2172050,1/15/21 4:30,EST,97,10.1,10.3,13.97,,
USGS,2172050,1/15/21 4:45,EST,96,10.1,10.3,13.97,,
USGS,2172050,1/15/21 5:00,EST,93,10.1,10.3,13.92,,
USGS,2172050,1/15/21 5:15,EST,90,10.1,10.2,14.03,,
USGS,2172050,1/15/21 5:30,EST,89,10.1,10.2,14.1,,
USGS,2172050,1/15/21 5:45,EST,89,10.1,10.2,14.27,,
USGS,2172050,1/15/21 6:00,EST,87,10.2,10.2,14.47,,
USGS,2172050,1/15/21 6:15,EST,86,10.1,10.2,14.72,,
USGS,2172050,1/15/21 6:30,EST,85,10.1,10.2,15.01,,
USGS,2172050,1/15/21 6:45,EST,84,10.1,10.2,15.28,,
USGS,2172050,1/15/21 7:00,EST,84,10,10.2,15.57,,
USGS,2172050,1/15/21 7:15,EST,86,10,10.2,15.85,,
USGS,2172050,1/15/21 7:30,EST,86,10,10.2,16.1,,
USGS,2172050,1/15/21 7:45,EST,86,10,10.2,16.34,,
USGS,2172050,1/15/21 8:00,EST,90,10,10.2,16.55,,
USGS,2172050,1/15/21 8:15,EST,96,10,10.2,16.73,,
USGS,2172050,1/15/21 8:30,EST,100,10,10.3,16.89,,
USGS,2172050,1/15/21 8:45,EST,107,10,10.3,17.05,,
USGS,2172050,1/15/21 9:00,EST,119,10,10.4,17.2,,
USGS,2172050,1/15/21 9:15,EST,135,10,10.4,17.33,,
USGS,2172050,1/15/21 9:30,EST,139,10,10.4,17.49,,
USGS,2172050,1/15/21 9:45,EST,138,10,10.4,17.61,,
USGS,2172050,1/15/21 10:00,EST,138,10,10.5,17.73,,
USGS,2172050,1/15/21 10:15,EST,141,10,10.5,17.86,,
USGS,2172050,1/15/21 10:30,EST,143,10,10.6,18,,
USGS,2172050,1/15/21 10:45,EST,150,10,10.6,18.11,,
USGS,2172050,1/15/21 11:00,EST,157,10,10.7,18.24,,
USGS,2172050,1/15/21 11:15,EST,162,10,10.7,18.32,,
USGS,2172050,1/15/21 11:30,EST,169,10,10.7,18.42,,
USGS,2172050,1/15/21 11:45,EST,174,10,10.8,18.49,,
USGS,2172050,1/15/21 12:00,EST,183,10,10.8,18.55,,
USGS,2172050,1/15/21 12:15,EST,192,10,10.8,18.57,,
USGS,2172050,1/15/21 12:30,EST,199,10,10.8,18.58,,
USGS,2172050,1/15/21 12:45,EST,211,10,10.9,18.55,,
USGS,2172050,1/15/21 13:00,EST,219,10,10.9,18.47,,
USGS,2172050,1/15/21 13:15,EST,219,9.9,10.8,18.32,,
USGS,2172050,1/15/21 13:30,EST,227,9.9,10.8,18.11,,
USGS,2172050,1/15/21 13:45,EST,219,9.9,10.8,17.87,,
USGS,2172050,1/15/21 14:00,EST,211,10,10.9,17.66,,
USGS,2172050,1/15/21 14:15,EST,184,10,11.1,17.44,,
USGS,2172050,1/15/21 14:30,EST,181,10,11.1,17.27,,
USGS,2172050,1/15/21 14:45,EST,184,10,11,17.08,,
USGS,2172050,1/15/21 15:00,EST,174,10,10.8,16.84,,
USGS,2172050,1/15/21 15:15,EST,162,10,10.8,16.63,,
USGS,2172050,1/15/21 15:30,EST,162,10,10.8,16.44,,
USGS,2172050,1/15/21 15:45,EST,157,10,10.8,16.18,,
USGS,2172050,1/15/21 16:00,EST,155,10,10.8,15.97,,
USGS,2172050,1/15/21 16:15,EST,141,10,10.7,15.76,,
USGS,2172050,1/15/21 16:30,EST,138,10,10.7,15.58,,
USGS,2172050,1/15/21 16:45,EST,131,10,10.8,15.37,,
USGS,2172050,1/15/21 17:00,EST,130,10,10.8,15.15,,
USGS,2172050,1/15/21 17:15,EST,125,10,10.7,15.01,,
USGS,2172050,1/15/21 17:30,EST,126,10,10.7,14.85,,
USGS,2172050,1/15/21 17:45,EST,119,10.1,10.7,14.72,,
USGS,2172050,1/15/21 18:00,EST,114,10,10.7,14.73,,
USGS,2172050,1/15/21 18:15,EST,111,10,10.7,14.76,,
USGS,2172050,1/15/21 18:30,EST,105,10.1,10.6,14.85,,
USGS,2172050,1/15/21 18:45,EST,103,10.1,10.6,15.01,,
USGS,2172050,1/15/21 19:00,EST,100,10.1,10.6,15.25,,
USGS,2172050,1/15/21 19:15,EST,95,10.2,10.6,15.54,,
USGS,2172050,1/15/21 19:30,EST,94,10.2,10.6,15.86,,
USGS,2172050,1/15/21 19:45,EST,92,10.2,10.6,16.18,,
USGS,2172050,1/15/21 20:00,EST,92,10.2,10.6,16.38,,
USGS,2172050,1/15/21 20:15,EST,94,10.1,10.6,16.59,,
USGS,2172050,1/15/21 20:30,EST,97,10.1,10.6,16.78,,
USGS,2172050,1/15/21 20:45,EST,97,10.1,10.6,16.93,,
USGS,2172050,1/15/21 21:00,EST,101,10.1,10.6,17.04,,
USGS,2172050,1/15/21 21:15,EST,106,10.1,10.6,17.16,,
USGS,2172050,1/15/21 21:30,EST,112,10.1,10.7,17.27,,
USGS,2172050,1/15/21 21:45,EST,118,10.1,10.7,17.37,,
USGS,2172050,1/15/21 22:00,EST,136,10,10.7,17.46,,
USGS,2172050,1/15/21 22:15,EST,139,10,10.7,17.54,,
USGS,2172050,1/15/21 22:30,EST,163,10,10.7,17.63,,
USGS,2172050,1/15/21 22:45,EST,171,10,10.7,17.73,,
USGS,2172050,1/15/21 23:00,EST,190,10,10.7,17.81,,
USGS,2172050,1/15/21 23:15,EST,191,10,10.7,17.88,,
USGS,2172050,1/15/21 23:30,EST,192,10,10.7,17.93,,
USGS,2172050,1/15/21 23:45,EST,193,10,10.7,17.97,,
USGS,2172050,1/16/21 0:00,EST,193,10,10.8,17.98,,
USGS,2172050,1/16/21 0:15,EST,195,10,10.8,17.98,,
USGS,2172050,1/16/21 0:30,EST,202,10,10.8,17.97,,
USGS,2172050,1/16/21 0:45,EST,203,10,10.8,17.89,,
USGS,2172050,1/16/21 1:00,EST,206,10,10.9,17.73,,
USGS,2172050,1/16/21 1:15,EST,207,10,10.9,17.52,,
USGS,2172050,1/16/21 1:30,EST,193,9.9,10.8,17.28,,
USGS,2172050,1/16/21 1:45,EST,183,9.8,10.7,17.03,,
USGS,2172050,1/16/21 2:00,EST,173,9.8,10.7,16.81,,
